naics22,itemDescription,sector,subsector,industry,naicsIndustry,nationalIndustry
236210,Pharmaceutical manufacturing plant construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Industrial Building Construction (T),Industrial Building Construction
236210,Prefabricated industrial building (except warehouses) erection,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Industrial Building Construction (T),Industrial Building Construction
236210,Printing plant construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Industrial Building Construction (T),Industrial Building Construction
236210,Refuse disposal plant (except sewage treatment) construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Industrial Building Construction (T),Industrial Building Construction
236210,Smelter construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Industrial Building Construction (T),Industrial Building Construction
236210,"Speculative builders (i.e., building on own land, for sale), industrial building (except warehouses)",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Industrial Building Construction (T),Industrial Building Construction
236210,Steel mill construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Industrial Building Construction (T),Industrial Building Construction
236210,Textile mill construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Industrial Building Construction (T),Industrial Building Construction
236210,"Tipple, mining, construction",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Industrial Building Construction (T),Industrial Building Construction
236210,"Washery, mining, construction",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Industrial Building Construction (T),Industrial Building Construction
236210,Waste disposal plant (except sewage treatment) construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Industrial Building Construction (T),Industrial Building Construction
236220,"Addition, alteration and renovation, commercial and institutional building",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Addition, alteration and renovation, commercial warehouse",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Addition, alteration and renovation, for-sale builders, commercial and institutional building",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Addition, alteration and renovation, for-sale builders, commercial warehouse",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Addition, alteration and renovation, for-sale builders, hotel and motel",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Addition, alteration and renovation, for-sale builders, industrial warehouse",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Addition, alteration and renovation, general contractors, commercial and institutional building",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Addition, alteration and renovation, general contractors, commercial warehouse",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Addition, alteration and renovation, general contractors, hotel and motel",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Addition, alteration and renovation, general contractors, industrial warehouse",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Addition, alteration and renovation, hotel and motel",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Addition, alteration and renovation, industrial warehouse",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Administration building construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Airport building construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Airport terminal construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Amusement facility construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Animal shelter and clinic construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Arena construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Armory construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Athletic court, indoor, construction",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Auditorium construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Bank building construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Barber shop construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Barrack construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Beauty salon construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Broadcasting station construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Bunkhouse construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Bus shelter construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Bus terminal construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Casino construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Cinema construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Civic center construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Clinic construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Cold storage plant construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Commercial building construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Commercial building construction for-sale builders,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Commercial building construction general contractors,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Construction management, commercial and institutional building",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Data center construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Dormitory construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Drycleaning plant construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Educational building construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Farm building construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Fire and flood restoration of commercial and institutional buildings,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Fire station construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"For-sale builders (i.e., building on own land, for sale), commercial and institutional building",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Garage and service station, commercial, construction",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Grain bin construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Grain elevator construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Handyman construction service, commercial and institutional building",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Hangar construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Hatchery construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Health and athletic club construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Hospital construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Hotel construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Ice rink, indoor, construction",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Indoor swimming pool construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Institutional building construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Institutional building construction for-sale builders,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Institutional building construction general contractors,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Jail construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Laboratory construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Library construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Logging camp construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Mausoleum (i.e., building) construction",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Monument (i.e., building) construction",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Motel construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Museum construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Office building construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Parking garage construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Penitentiary construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Post office construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Prefabricated commercial building erection,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Prefabricated institutional building erection,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Prison construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Public warehouse construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Radio and television broadcast studio construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Radio station construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Railway station construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Recreational facility building construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Religious building (e.g., church, synagogue, mosque, temple) construction",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Restaurant construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Salon construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,School building construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Self-storage facility construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Service station construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Shopping center construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Shopping mall construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Silo construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Speculative builders (i.e., building on own land, for sale), commercial and institutional building",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Stadium and arena construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Storage elevator construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Store construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Swimming facility, indoor, construction",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Television station construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Tennis court, indoor, construction",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Theater construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,Truck terminal construction,Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Warehouse construction (e.g., commercial, industrial, manufacturing, private)",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Warehouse, commercial and institutional, construction",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
236220,"Warehouse, industrial, construction",Construction (T),Construction of Buildings (T),Nonresidential Building Construction (T),Commercial and Institutional Building Construction (T),Commercial and Institutional Building Construction
237110,Aqueduct construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Artesian well construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Capping of water wells,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,"Construction management, water and sewage treatment plant",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,"Construction management, water and sewer line",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,"Distribution line, sewer and water, construction",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Drilling water wells (except water intake wells in oil and gas fields),Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Fire hydrant installation,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Geothermal drilling,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Hydrant and flushing hydrant installation,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Irrigation project construction (except lawn),Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,"Lagoon, sewage treatment construction",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,"Pumping station, water and sewage system, construction",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Reservoir construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Sanitary sewer construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Sewage collection and disposal line construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Sewage disposal plant construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Sewage treatment plant construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Sewer construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,"Sewer main, pipe and connection, construction",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Storm sewer construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,"Utility line (i.e., sewer, water), construction",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Water desalination plant construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Water filtration plant construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Water main and line construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Water pumping or lift station construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Water sampling station installation,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Water system storage tank and tower construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Water treatment plant construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,"Water well drilling, digging, boring or sinking (except water intake wells in oil and gas fields)",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237110,Water well pump and well piping system installation,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Water and Sewer Line and Related Structures Construction (T),Water and Sewer Line and Related Structures Construction
237120,"Compressor, metering and pumping station, gas and oil pipeline, construction",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,"Construction management, oil and gas pipeline",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,"Construction management, oil refinery and petrochemical complex",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,"Corrosion protection, underground pipeline and oil storage tank",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,"Distribution line, gas and oil, construction",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,Gas main construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,"Gathering line, gas and oil field, construction",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,"Manhole, oil and gas, construction",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,Natural gas pipeline construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,Natural gas processing plant construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,Oil and gas field distribution line construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,Oil pipeline construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,Oil refinery construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,Petrochemical plant construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,Petroleum refinery construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,Pipe lining (except thermal insulating) contractors,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,Pipeline construction on oil and gas field gathering lines to point of distribution on a contract basis,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,Pipeline rehabilitation contractors,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,Pipeline wrapping contractors,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,"Pipeline, gas and oil, construction",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,"Pumping station, gas and oil transmission, construction",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,"Refinery, petroleum, construction",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,"Service line, gas and oil, construction",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237120,"Storage tank, natural gas or oil, tank farm or field, construction",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Oil and Gas Pipeline and Related Structures Construction (T),Oil and Gas Pipeline and Related Structures Construction
237130,"Alternative energy (e.g., geothermal, ocean wave, solar, wind) structure construction",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Power and Communication Line and Related Structures Construction (T),Power and Communication Line and Related Structures Construction
