"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Type","Split System or Single Package","Cooling Capacity (kBtu/h)","Heating Capacity at 47°F (kBtu/h)","Heating Capacity at 17°F (kBtu/h)","Heating Capacity at 5°F (kBtu/h)","Heating Section Type","Cold Climate","Meets Peak Cooling Requirements","EER Rating (Btu/Wh)","EER2 Rating (Btu/Wh)","SEER Rating (Btu/Wh)","SEER2 Rating (Btu/Wh)","IEER Rating (Btu/Wh)","HSPF Rating (Btu/Wh)","HSPF2 Rating (Btu/Wh)","COP Rating at 47°F","COP Rating at 17°F","COP Rating at 5°F","Indoor Unit Model Number","VRF Indoor Model Type","VRF Outdoor Model Number(s)","Furnace Model Number","Refrigerant Type","Refrigerant with GWP","Date Available On Market","Date Certified","Markets","ENERGY STAR Model Identifier"
"4021552","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7E[C,U]48CX-**+TDR",,,"92G1UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010324_19217335184"
"4021553","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.2",,,,,,,"7E[C,U]48CX-**+TDR",,,"96G1UH090CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010324_19217335185"
"4021554","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.4",,,,,,,"7E[C,U]48CX-**+TDR",,,"96G1UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010324_19217335186"
"4021556","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13.2",,"15.5",,,,,,,"7E[C,U]49CX-**+TDR",,,"80G2UH110CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010324_19217335188"
"4021557","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7E[C,U]49CX-**+TDR",,,"80G2UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010324_19217335189"
"4021558","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.4",,,,,,,"7E[C,U]49CX-**+TDR",,,"97G2UH090CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010324_19217335190"
"4021576","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.4",,,,,,,"7EH30BX-**+TDR",,,"80G1UH090BE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010358_19217335262"
"4021580","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7EH42BX-**+TDR",,,"80G2UH045AE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010403_19217335308"
"4021581","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7EH42BX-**+TDR",,,"80G2UH070AE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010403_19217335309"
"4021582","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7EH42BX-**+TDR",,,"80G2UH090BE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010403_19217335310"
"4021583","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7EH42BX-**+TDR",,,"80G2UH090BE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010403_19217335311"
"4021584","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7EH42BX-**+TDR",,,"80G1UH070BE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010403_19217335314"
"4021585","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7EH42BX-**+TDR",,,"80G1UH090BE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010404_19217335315"
"4021586","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7EH42BX-**+TDR",,,"92G1UH070BE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010405_19217335318"
"4021587","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.2",,"15.2",,,,,,,"7EH42BX-**+TDR",,,"96G1UH070BE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010404_19217335319"
"4021588","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7EH42CX-**+TDR",,,"80G2UH110CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010405_19217335321"
"4021589","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7EH42CX-**+TDR",,,"80G2UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010405_19217335322"
"4021590","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7EH42CX-**+TDR",,,"97G2UH090CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010405_19217335323"
"4021591","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.4",,,,,,,"7EH42CX-**+TDR",,,"97G2UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010406_19217335324"
"4021592","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.2",,,,,,,"7EH42CX-**+TDR",,,"80G1UH070BE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010406_19217335325"
"4021593","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13.2",,"15.5",,,,,,,"7EH42CX-**+TDR",,,"80G1UH090BE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010406_19217335326"
"4021594","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7EH42CX-**+TDR",,,"80G1UH090CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010407_19217335327"
"4021595","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.4",,,,,,,"7EH42CX-**+TDR",,,"80G1UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010407_19217335328"
"4430273","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7AH1AE48PX-**",,,,"R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015421_19217358424"
"4430274","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7AH1AV36PX-**",,,,"R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015258_19217358428"
"4430275","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.4",,,,,,,"7AH1AV42PX-**",,,,"R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015258_19217358429"
"4430276","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7AH1AV48PX-**",,,,"R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015258_19217358430"
"4430277","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7AH2AE42PX-**",,,,"R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015258_19217358433"
"4430278","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7AH2AV30PXC**",,,,"R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015258_19217358435"
"4430279","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7AH2AV36PXC**",,,,"R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015258_19217358436"
"4430280","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7AH2AV42PXC**",,,,"R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015258_19217358437"
"4430281","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7AH2AV48PXC**",,,,"R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015258_19217358438"
"4430282","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7E[C,U]30BX-**+TDR",,,"A80UH1E090B16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015304_19217358552"
"4430283","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7E[C,U]36BX-**+TDR",,,"A80UH2E070A12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015402_19217358577"
"4430284","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7E[C,U]36BX-**+TDR",,,"A80UH2E090B12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015402_19217358578"
"4430285","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.4",,,,,,,"7E[C,U]36BX-**+TDR",,,"A80UH1E090B16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015327_19217358586"
"4430286","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7E[C,U]36BX-**+TDR",,,"A80UH2E090B16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015402_19217358579"
"4430288","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7E[C,U]36BX-**+TDR",,,"A80US2V090B12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015327_19217358593"
"4430290","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7E[C,U]48BX-**+TDR",,,"A80UH2E070A12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015344_19217358602"
"4430291","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7E[C,U]48BX-**+TDR",,,"A80UH2E090B12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015344_19217358603"
"4430294","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.4",,,,,,,"7E[C,U]48BX-**+TDR",,,"A80UH2E090B16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015344_19217358604"
"4430295","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7E[C,U]48BX-**+TDR",,,"A80UH1E070B12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015344_19217358610"
"4430298","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.4",,,,,,,"7E[C,U]48BX-**+TDR",,,"A80UH1E090B16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015344_19217358611"
"4430300","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7E[C,U]48BX-**+TDR",,,"A80US2V090B12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015345_19217358619"
"4430302","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7E[C,U]48BX-**+TDR",,,"A80US2V090B16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015345_19217358620"
"4430303","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7E[C,U]48BX-**+TDR",,,"A80US2V090B16L*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015345_19217358621"
"4430308","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7E[C,U]48CX-**+TDR",,,"A80UH2E110C16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015409_19217358626"
"4430310","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7E[C,U]48CX-**+TDR",,,"A80UH2E110C20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015409_19217358627"
"4430312","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7E[C,U]48CX-**+TDR",,,"A97UH2E090C16S*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015409_19217358628"
"4430314","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7E[C,U]48CX-**+TDR",,,"A97US2V090C12S*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015409_19217358629"
"4430315","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7E[C,U]48CX-**+TDR",,,"A97US2V090C16S*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015409_19217358630"
"4430318","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7E[C,U]48CX-**+TDR",,,"A97US2V090C20S*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015408_19217358631"
"4430319","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.4",,,,,,,"7E[C,U]48CX-**+TDR",,,"A97UH2E110C20S*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015409_19217358632"
"4430325","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13.2",,"15.5",,,,,,,"7E[C,U]48CX-**+TDR",,,"A80UH1E090B16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015409_19217358635"
"4430327","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7E[C,U]48CX-**+TDR",,,"A80UH1E090C20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015409_19217358636"
"4430328","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.4",,,,,,,"7E[C,U]49CX-**+TDR",,,"A93UH1E090C16A*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015411_19217358668"
"4430329","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7E[C,U]49CX-**+TDR",,,"A93UH1E110C16A*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015411_19217358669"
"4430330","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7E[C,U]48CX-**+TDR",,,"A80UH1E110C20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015409_19217358637"
"4430331","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7E[C,U]48CX-**+TDR",,,"A93UH1E090C12A*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015409_19217358638"
"4430332","Allied Air Enterprises","ALLIED COMMERCIAL","Merit ML13KC1 Series","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13.2",,"15.5",,,,,,,"7E[C,U]49CX-**+TDR",,,"A93UH1E110C20A*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","06/09/2025 12:00:00 AM","United States, Canada","ES_1102531_ML13KC1-036-233A**_05062025015411_19217358670"
