"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Type","Split System or Single Package","Cooling Capacity (kBtu/h)","Heating Capacity at 47°F (kBtu/h)","Heating Capacity at 17°F (kBtu/h)","Heating Capacity at 5°F (kBtu/h)","Heating Section Type","Cold Climate","Meets Peak Cooling Requirements","EER Rating (Btu/Wh)","EER2 Rating (Btu/Wh)","SEER Rating (Btu/Wh)","SEER2 Rating (Btu/Wh)","IEER Rating (Btu/Wh)","HSPF Rating (Btu/Wh)","HSPF2 Rating (Btu/Wh)","COP Rating at 47°F","COP Rating at 17°F","COP Rating at 5°F","Indoor Unit Model Number","VRF Indoor Model Type","VRF Outdoor Model Number(s)","Furnace Model Number","Refrigerant Type","Refrigerant with GWP","Date Available On Market","Date Certified","Markets","ENERGY STAR Model Identifier"
"4519695","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*96MSN1402422A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010503_19218015468"
"4519696","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*96MSN1202422A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010503_19218015467"
"4519697","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*96VSN0802120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010504_19218015469"
"4519698","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*96VSN1002120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010504_19218015470"
"4519699","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*96VSN1202422B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010504_19218015471"
"4519700","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*95MSU0802120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010504_19218015472"
"4519701","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*95MSU1002120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010504_19218015473"
"4519702","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*95MSU1002122A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010504_19218015474"
"4519703","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*96CTN0802120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010506_19218015475"
"4519704","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*96CTN1002122B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010506_19218015478"
"4519705","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*96CTN1202422B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010506_19218015481"
"4519706","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*97CTN0802120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010507_19218015482"
"4519708","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EA*5X37M21A*",,,"*80MS(N,L)1102120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010516_19218015014"
"4519709","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EA*5X37M21A*",,,"*80MSU0601716A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010516_19218015015"
"4519710","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EA*5X37M21A*",,,"*80MSU0802120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010516_19218015016"
"4519711","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EA*5X37M21A*",,,"*96VTN1002122B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010516_19218015017"
"4519712","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EA*5X37M21A*",,,"*97VTN1002122A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010516_19218015018"
"4519713","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EA*5X43M21A*",,,"*80MS(N,L)1102120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010516_19218015019"
"4519714","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EA*5X43M21A*",,,"*80MSU0601716A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010516_19218015020"
"4519715","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EA*5X43M21A*",,,"*80MSU0802120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010516_19218015021"
"4519716","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EA*5X43M21A*",,,"*92MSN1002120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010516_19218015022"
"4519717","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EA*5X43M21A*",,,"*96VTN1002122B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010517_19218015023"
"4519718","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EA*5X43M21A*",,,"*97VTN1002122A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010517_19218015024"
"4519719","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80MS(N,L)0701712A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010517_19218015025"
"4519720","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80MS(N,L)0701716A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010517_19218015026"
"4519721","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80MS(N,L)0702116A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010517_19218015027"
"4519722","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80MS(N,L)0901714A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010517_19218015028"
"4519723","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80MS(N,L)0902116A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010517_19218015029"
"4519724","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80MS(N,L)0902120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010517_19218015030"
"4519725","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80MS(N,L)1102120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010517_19218015031"
"4519726","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80VSL0901716B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010517_19218015032"
"4519727","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80VSL0902120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010517_19218015033"
"4519728","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"13",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80VSL1102122B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010517_19218015034"
"4519729","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80MSU0401712A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010518_19218015035"
"4519730","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80MSU0601716A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010518_19218015036"
"4519731","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80MSU0802120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010518_19218015037"
"4519732","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80MSU1002120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010518_19218015038"
"4519733","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80CTL0702120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010518_19218015039"
"4519734","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80CTL0901716B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010518_19218015040"
"4519735","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80CTL0902120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010518_19218015041"
"4519736","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80CTL1102120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010518_19218015042"
"4519737","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80VTL0701716B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010518_19218015043"
"4519738","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80VTL0902120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010518_19218015046"
"4519739","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"13",,"15.2",,,,,,,"EVM5X44M21A*",,,"*80VTL1102122B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010519_19218015049"
"4519740","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*95CSU0802120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010519_19218015052"
"4519741","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"13",,"15.2",,,,,,,"EVM5X44M21A*",,,"*95CSU1002122B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010519_19218015056"
"4519742","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*97CMN0802120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010519_19218015061"
"4519743","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*97CMN1002122B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010519_19218015065"
"4519744","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*92MSN0801716A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010519_19218015073"
"4519745","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*92MSN0601714A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010519_19218015069"
"4519746","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*92MSN0802120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010524_19218015078"
"4519747","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*92MSN1002120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010524_19218015081"
"4519748","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*92MSN1002122A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010524_19218015085"
"4519749","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*96MSN0802120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010524_19218015090"
"4519750","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*96MSN1002120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010524_19218015094"
"4519751","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*96MSN1002122A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010524_19218015098"
"4519752","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*96VSN0802120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010525_19218015102"
"4519753","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*96VSN1002120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010525_19218015106"
"4519754","Carrier Corporation","ACIQ","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X44M21A*",,,"*95MSU0802120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/06/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_12052025010525_19218015110"
